,Address,Description,FeatureCount,Fee,Langtitude,Latitude,LengthOfVisit,MuseumName,PhoneNum,Rank,Rating,ReviewCount,TotalThingsToDo,Country,State,RankPercentage,Ancient Ruins,Architectural Buildings,Arenas & Stadiums,Art Galleries,Art Museums,Auto Race Tracks,Ballets,Battlefields,Biking Trails,Bodies of Water,Bridges,Castles,Cemeteries,Children's Museums,City Tours,Classes & Workshops,Coffeehouses,Concerts & Shows,Cultural Tours,Educational sites,Factory Tours,Flea & Street Markets,Food & Drink,Fun & Games,Gardens,Geologic Formations,Gift & Specialty Shops,Government Buildings,Historic Sites,Historic Walking Areas,Historical & Heritage Tours,History Museums,Islands,Lessons & Workshops,Libraries,Lighthouses,"Literary, Art & Music Tours",Lookouts,Military Bases & Facilities,Military Museums,Mines,Monuments & Statues,Movie Theaters,Museums,National Parks,Natural History Museums,Nature & Parks,Nature & Wildlife Areas,Neighborhoods,Night Tours,Nightlife,Observation Decks & Towers,Observatories & Planetariums,Other Fun & Games,Other Outdoor Activities,Outdoor Activities,Piers & Boardwalks,Playgrounds,Points of Interest & Landmarks,Private Tours,Sacred & Religious Sites,Scenic Railroads,Scenic Walking Areas,Science Museums,Self-Guided Tours & Rentals,Ships,Shopping,Sights & Landmarks,Specialty Museums,Sports Complexes,State Parks,Theaters,Tours,Tramways,Transportation,Traveler Resources,Valleys,Visitor Centers,Volcanos,Walking Tours,Wineries & Vineyards,Zipline & Aerial Adventure Parks,Zoos & Aquariums,on display,gift shop,rainy day,couple of hours,all ages,special exhibits,few hours,two hours,exhibits,well worth a visit,permanent collection,worth a visit,free admission,audio guide,beautiful building,great collection,information,interesting exhibits,entrance fee,great for kids,interactive exhibits,hands on activities,great exhibits,great place to visit,interactive displays,guided tour,well worth the visit,whole family,kids and adults,traveling exhibits,his life,local history,amazing collection,free entry,worth the trip,great history,civil war,take your time,nice collection,interesting place,great museum,for sale,art lovers,artifacts,van gogh,audio tour,history,galleries,works of art,natural history,self guided tour,private collection,own pace,sculpture garden,moving experience,three hours,lots of history,modern art,history buff,admission,small museum,step back in time,worth a stop,short film,stuffed animals,walk around,entry fee,great displays,world war,scavenger hunt,across the street,museums,top floor,a lot of fun,history lesson,large collection,eye opening,american history,interesting artifacts,early days,rotating exhibits,extensive collection,three floors,we spent hours,displays,changing exhibits,second floor,collection,old masters,great place to learn,learn something,special exhibitions,suggested donation,old west,chronological order,enjoyed our visit,take pictures,third floor,the lower level,life size,Families_Count,Couples_Count,Solo_Count,Business_Count,Friends_Count,PreciseRating,quote_pol_var,quote_pol_mean,quote_pol_max,quote_pol_min,quote_sub_var,quote_sub_mean,quote_sub_max,quote_sub_min,review_pol_var,review_pol_mean,review_pol_max,review_pol_min,review_sub_var,review_sub_mean,review_sub_max,review_sub_min,descri_pol,descri_sub
1585,"Meenseweg 467, Ieper (Ypres) 8902, Belgium","Full scale reconstructions of war scenes, an extended collection of weapons, war equipment and photos make this museum to a true must-see!The chapel, in which the museum is located, dates back from the early twenties. This chapel was built directly across the Hooge Crater cemetery in memory of the many fallen soldiers on the battle fields of Hooge over a period of 4 years. Rare military clothing of the troops, that where fighting in the Ypres Salient (Ieperboog) are exposed in glass displays. Also you can see some full scale scenes of the Great War battle fields, very authentically reproduced. The theme of the scenes is very divers: German bunkers, British trenches and full scale horses with cavalry troops on their backs.",0,,2.9226762,50.8508391,,Hooge Crater museum,+32 57 46 84 46,6,4.5,463,69,Other,Not_in_USA,8.695652174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,129,31,16,124,4.476997579,0.096272743,0.274583333,1,-0.125,0.119371354,0.32625,1,0,0.039857684,0.292720812,0.791666667,0.0375,0.032996596,0.512445887,0.875,0.225,0.233333333,0.39
1586,"Beamish, England",,0,,-1.6454086,54.8755707,More than 3 hours ,Beamish Museum,1913704000,1,4.5,4510,2,Other,Not_in_USA,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1397,1503,75,17,559,4.656173253,0.107205556,0.248333333,1,0,0.131405556,0.303333333,1,0,0.005971062,0.299417388,0.428571429,0.177777778,0.003679691,0.560945166,0.675,0.478968254,,
1587,"Newbridge, Ireland","The Newbridge Silverware Visitor Centre is ranked in the top 5 free attractions in Ireland. It features the flagship Showrooms, the world renowned Museum of Style Icons (MOSI) and the award-winning Silver Restaurant. The Craft Workshop, where for decades the team have been creating whole ranges of cutlery and jewellery, is adjacent to the Showrooms. The Museum of Style Icons is a permanent exhibition of garments and memorabilia from the collections of the world's greatest stars including: Audrey Hepburn, Grace Kelly, Princess Diana, Michael Jackson and many more. The Visitor Centre is open 7 days and entry is free.",0,,-6.8047467,53.1750758,1-2 hours ,Newbridge Silverware Visitor Center,35345431301,1,4.5,415,11,Other,Not_in_USA,9.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,107,24,11,112,4.525672372,0.15058925,0.387339744,1,0,0.139288297,0.49465812,1,0,0.114007008,0.367457983,0.75,-0.75,0.023876101,0.56745098,0.8,0.31,0.4375,0.625
1588,"399 High Street, Brentford TW8 0DU, England","The Musical Museum contains one of the world's foremost collections of self-playing musical instruments. From the tiniest of clockwork music boxes to the Mighty Wurlitzer the collection embraces an impressive and comprehensive array of reproducing pianos, orchestrions, orchestrelles, residence organs and violin players. The Museum is open on Tuesday, Friday, Saturday, Sunday & Bank Holiday Mondays from 11AM to 5PM, last entry is at 4PM. Tours with live demonstrations of self playing instruments and the Mighty Wurlitzer take place at 11.30AM, 1.30PM & 3.30PM. Concession discounts and reduced prices for children and families are available. The Museum is open on any day for groups consisting of 20 people or more. Please contact the museum for further details.",0,,-0.2931374,51.487832,1-2 hours ,Musical Museum,4.42086E+11,1,5,281,16,Other,Not_in_USA,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,62,65,27,4,77,4.80620155,0.096839988,0.295138889,0.833333333,-0.077777778,0.114450694,0.411944444,1,0,0.007822281,0.369079931,0.5,0.135714286,0.013967994,0.561502366,0.89047619,0.348717949,0.236363636,0.480555556
1589,"10 Lebuh Penang, George Town, Penang Island 10200, Malaysia","Art museums where two dimensional exhibits are brought to 'LIFE' with 3D painting, shading, and drawing technique.",0,,100.3003738,5.3815755,1-2 hours ,Penang 3D Trick Art Museum,+60 4-263 1628,17,4,304,113,Other,Not_in_USA,15.04424779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,105,43,11,3,56,3.964143426,0.073893056,0.305833333,0.8,-0.15,0.082822222,0.378333333,1,0,0.01899166,0.325102814,0.51875,0.14375,0.011140751,0.488421717,0.747222222,0.338095238,0,0
1590,"Yarm Road, Eaglescliffe TS18 3RH, England","Welcome to Preston Park Museum & Grounds! Nestled alongside the River Tees, Preston Park Museum, a former Georgian gentleman's residence, houses a vast collection of artefacts which tell the story of Stockton-On-Tees. Experience what life was like in 1895 as you take a stroll down our replica Victorian Street. Whether you'd like a stroll in the Quarry Wood nature reserve, fancy a wander around the Victorian Walled Kitchen Garden, or feel like letting off steam at our Adventure Play Area - there's something for everyone! Admission: Family ticket (2 adults + 4 concessions) 5, Adults 2.50, Concession/Child 1.50. All tickets are valid for one year from date of issue. Last admission is 3.30pm.",0,,-1.3435053,54.5340103,,Preston Park Museum & Grounds,+44 1642 527375,1,4.5,579,4,Other,Not_in_USA,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,114,19,3,65,4.577854671,0.094305556,0.616666667,1,0,0.092131076,0.652083333,1,0,0.020013675,0.366516755,0.5875,0.155833333,0.014477919,0.586079314,0.8125,0.392857143,0.161111111,0.451111111
1591,"Makati Avenue cor. De La Rosa Street | Greenbelt Park, Ayala Center, Makati, Luzon 1224, Philippines",,1,Yes ,121.0458407,14.5577909,1-2 hours ,Ayala Museum,+63 2 757 3000,3,4.5,567,55,Other,Not_in_USA,5.454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,95,88,104,65,76,4.319607843,0.13716451,0.377245671,1,-0.25,0.08943271,0.40537969,1,0,0.015904717,0.303194444,0.4,-0.03125,0.007091967,0.494311869,0.633333333,0.4,,
1592,"Reichstagufer 17 | Mitte, 10117 Berlin, Germany",,1,,13.3870969,52.520852,,Palace of Tears,030 - 46 77 77 9-11 ,26,4.5,1213,722,Other,Not_in_USA,3.601108033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,278,105,18,104,4.57918552,0.06831854,0.287820513,0.7,-0.05,0.095267094,0.45,0.9,0,0.012482002,0.251462843,0.4125,0.0875,0.032877865,0.465501443,0.7625,0.05,,
1593,"Av. Winston-Churchill, 75008 Paris, France","Built for the 1900 Universal Exhibition and completely renovated in 2005, the Petit Palais offers an artistic panorama from antiquity through the 20th century: ancient and medieval collections, precious art objects from the French and Italian Renaissance, Flemish and Dutch paintings (Dutuit bequest), icons (Cabal bequest), 18th century work (Tuck donation), French paintings and sculptures from the 19th century - Courbet, Carpeaux, Cezanne, Vuillard - and Art Nouveau creations.",0,,2.3138045,48.865895,2-3 hours ,"Petit Palais, City of Paris Fine Art Museum",+33 1 53 43 40 00,42,4.5,1316,1004,Other,Not_in_USA,4.183266932,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,68,236,72,7,74,4.525616698,0.12303346,0.516666667,1,-0.1875,0.070495868,0.713636364,1,0.1,0.026584092,0.329166967,0.575555556,-0.009375,0.027061221,0.578880071,0.845987654,0.358333333,0.103333333,0.24
1594,"37 Samcheong-ro, Jongno-gu, Seoul 110-820, South Korea",,3,,,,,The National Folk Museum of Korea,02-3704-3114,30,4,560,711,Other,Not_in_USA,4.219409283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,48,72,59,20,63,4.302325581,0.137025,0.44,0.875,-0.25,0.0976,0.57,1,0,0.029739781,0.402169913,0.7,0.143660714,0.023152912,0.608809524,0.916666667,0.4,,
1595,"3 Jalan Bijeh Timah, Ipoh 30000, Malaysia","Ipoh World (IpohWorld) is an education-based, not-for-profit organisation established in 2004 to promote awareness and appreciation of Perak, the Silver State of Malaysia and its unique, diverse and rich heritage, with particular focus on Ipoh and the Kinta Valley. In 2006 we ran our first public exhibition ""The Story of Ipoh: From Feet to Flight"", in cooperation with Darul Ridzuan Museum. Since then, supported by sponsorship, we have run several more exhibitions while continuing to seek further financial support for a permanent, lively and interesting heritage gallery for Ipoh, thus enhancing both education and tourism. This current project, our first permanent, museum quality exhibition is our first step to fulfilling this objective. Advance booking is recommended as space in the building is limited. You may book via our website by clicking on Exhibitions or by the QR Code on our brochure. It is quick and easy and you receive a booking confirmation by return.",0,,101.078988,4.5963563,1-2 hours ,Ipoh World at Han Chin Pet Soo,+60 5-241 4541,1,4.5,452,43,Other,Not_in_USA,2.325581395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,86,34,4,118,4.594470046,0.10577691,0.489583333,1,0,0.089583333,0.55,1,0,0.027410679,0.400981331,0.783333333,0.106666667,0.011390967,0.554056818,0.7,0.348809524,0.194348244,0.395899471
1596,"4 Douka Neofitou, Athens 106 74, Greece","The Museum of Cycladic Art is a private living cultural institution in the heart of Athens. More than 3.000 objects of Cycladic, Ancient Greek and Cypriot art (dating from the 5th millennium BC to the 6th century AD) are displayed in the galleries of the four floors of the Museum of Cycladic Art. This summer the museum also hosts two contemporary art exhibitions by artists Jannis Kounelis and Ugo Rondinone. The museum can be accessed either from the entrance from the Stathatos Mansion (1 Irodotou Str & Vasilissis Sofias Avenue) or from the entrance at 4 Neofytou Douka Str & Vasilissis Sofias Avenue.",5,Yes ,23.7422297,37.9759044,1-2 hours ,Museum of Cycladic Art,(+30) 210 7228321,11,4.5,724,324,Other,Not_in_USA,3.395061728,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,139,65,14,67,4.729927007,0.081358333,0.248333333,0.85,-0.166666667,0.122589583,0.590833333,1,0,0.02640852,0.306139889,0.68,0.119047619,0.032760985,0.526554014,0.79,0.19047619,0.153333333,0.228333333
1597,"Agrasen Hospital Marg, Jaipur 302013, India",,0,,75.8122758,26.9069413,,Albert Hall Museum,2570099,13,4,837,200,Other,Not_in_USA,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,174,73,18,117,4.058583106,0.128099174,0.290909091,1,0,0.178553719,0.409090909,1,0,0.027952237,0.300708746,0.5,-0.011111111,0.010025483,0.572186663,0.726111111,0.416666667,,
1598,"Hospital of the Knights, Rhodes Town 85100 , Greece",,0,,,,,Archaeological Museum of Rhodes (Hospital of the Knights),-155213,2,4.5,1405,89,Other,Not_in_USA,2.247191011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,340,54,4,84,4.522003035,0.067829241,0.31875,0.8,0,0.073434311,0.426785714,0.9,0,0.016354041,0.320523416,0.6375,0.173333333,0.010301183,0.528829365,0.687777778,0.376666667,,
1599,"Theaterplatz 1 | Ostra-Allee, 01067 Dresden, Saxony, Germany",,0,,13.7302214,51.0545853,,Zwinger,49 351 491920 ,2,4.5,2525,145,Other,Not_in_USA,1.379310345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,129,336,91,25,146,4.630541872,0.14421875,0.4125,1,0,0.152700617,0.494444444,1,0,0.025217532,0.294946188,0.533333333,0.038888889,0.030362154,0.551005291,0.733333333,0.214285714,,
1600,"Beaulieu | John Montagu Building, Beaulieu, New Forest National Park Hampshire, Brockenhurst SO42 7ZN, England","In the heart of the glorious New Forest, Beaulieu is one of the South's top visitor attractions. Here you will find the National Motor Museum, home to over 250 vehicles telling the history of motoring. You can also visit Palace House and Gardens, home of the Montagu family since 1538, the remains of Beaulieu Abbey and World of Top Gear where you can see some of the vehicles from Jeremey, James and Richard's most ambitious challenges. Ride on the high level Monorail or climb aboard the replica 1912 open top London bus for a fun way to see Beaulieu's sights.",0,,-1.1743197,52.3555177,,Beaulieu National Motor Museum,+44 1590 612345,2,4.5,3608,10,Other,Not_in_USA,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1184,1398,91,17,349,4.420141844,0.14315,0.435,1,-0.075,0.115222222,0.516666667,1,0,0.021734632,0.417244589,0.675,0.153333333,0.010508192,0.581031746,0.725,0.397777778,0.316262626,0.493838384
1601,"Konnogvardeiskiy Blvd., 4 | Metro Gostiny Dvor, St. Petersburg 190000, Russia","Russian Vodka Museum reopened in a new location at Number 4 Konnogvardeysky Boulevard under the same roof with the new restaurant ""Russian VodkaRoom No. 1""Restaurant and museum complex is situated in the very heart of St. Petersburg near St. Isaacs Square in the historical building of Headquarters and Stables of the Horse Guard Regiment.Russian Vodka Museum is the first museum in Russia and in the world dedicated exclusively to Vodka. Its exhibition tells about the drink which has been an integral part and essential attribute of Russian life for centuries. Russian Vodka Museum is a member of ""Museum Quarter. St.Petersburg."" The museum gives a fascinating insight into the Russian history, culture and drinking traditions. During the guided tour around museum our guests will hear about the vodkas origin, Russian dining traditions, Russian vodka Kings, and get to understand close link between the history of the Russian State and the history of this strong drink.",1,Yes ,30.3035311,59.9311986,<1 hour ,Russian Vodka Museum,+7 (812) 570-64-22,111,4,199,1595,Other,Not_in_USA,6.959247649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,33,10,4,30,3.723214286,0.124936241,0.200852273,0.8375,-0.25,0.115603637,0.348989899,0.888888889,0,0.020585936,0.152360349,0.39285124,-0.069642857,0.010677907,0.416543192,0.617142857,0.221428571,0.087161085,0.228987241
